row_id	image_id	selection_digest	source_path	seed1	seed2
21	62837	0091214f3f61a0822fb8fd97f767c820ef11625def429e8000c34a878d096e15	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/62000/62837.png	22021	23021
22	69970	00935d5fe9102326aae29912efc33660a8409c9b0268806c50e422fdf9d8d43e	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/69000/69970.png	22022	23022
23	64587	00988ac714f09a550b055567cdd2290279b46a25d2ff453ea9945b2a12f956e0	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/64000/64587.png	22023	23023
24	61290	0099bea24eb3fbe199c8d3f8cfe8a8481816b7feaf80986383ac2b4d338d845d	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/61000/61290.png	22024	23024
25	68248	009c7c04e5aaec121e08088112f55bf36982b864263b4765a1d2f4ef75ed6b19	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/68000/68248.png	22025	23025
26	67158	00a4b107d174dd9f6a5d94fab2fd0a4cf87a82c806b9c577849835bcd0085430	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/67000/67158.png	22026	23026
27	69473	00a93ebc1ebc87eec307a5b66efe065728e63830a656a3c62cf71a7e966611f4	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/69000/69473.png	22027	23027
28	69377	00abae70044ff2417e327c90a30a956ccf17d8fec088600fed93bf0c7fb10fa2	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/69000/69377.png	22028	23028
29	61863	00b505200196bea5a0134ef73bac9feedc87ab0af20533a6cdb3fbca7d31f39c	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/61000/61863.png	22029	23029
30	61904	00b64050917c9f21ec825b1e8ace02a4bcf17156de50a6e15914f266084c61b2	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/61000/61904.png	22030	23030
31	64885	00c0573c8ed094e413c458701a28bad1f61aa6835dd32be550fa054afb9a3e97	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/64000/64885.png	22031	23031
32	68943	00c15f235ee19ef9b339fcc22371cff43ac6851205e751b030bbaa1a3f98db07	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/68000/68943.png	22032	23032
33	67293	00cf2b24bd7acdf04e094efa900a6efcfa7d6e637576369c9ed8b2a18fa8908c	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/67000/67293.png	22033	23033
34	62739	00d3d72e600a2b55e9d8de631585bee3cb6b35ba802e550d1435cb91788b87ca	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/62000/62739.png	22034	23034
35	60140	00d6cb51c482ee5a2f9c55c4a0ba8f3bc5f82b1ff1e6d7dfb4ad31dd1973404a	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/60000/60140.png	22035	23035
36	65449	00ef31fedcfba561af20a520eb920ac3cedc5cb48f45a564d7d310125cf77cc4	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65449.png	22036	23036
37	65003	00f0d260ad91cb4358bb04a03a57b2549a67c891e6f783b05af83cb34df5de40	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65003.png	22037	23037
38	66752	00f4e6406c9b0926bac2aaa4487d5f9f08bfc3b1e951f9cb6ffa569079487d9c	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/66000/66752.png	22038	23038
39	65269	00f55b6732444b165e678d39a7a32d23b85847064c0293c88d40037ae3476ca8	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65269.png	22039	23039
40	65949	00f5f850aec3ed1f88454d93fc92c0172c593ab250399d4f977fc9b0a59a5066	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65949.png	22040	23040
41	68303	00f6322432c0d679258ee800c507b083d23980beb7fd604f8455f7c6c628ab01	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/68000/68303.png	22041	23041
42	61252	00f8d6854444e53332ba0a21df25910d4edeb40577b958c070552e6638bfd045	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/61000/61252.png	22042	23042
43	67174	00f93a2adf25817d92b47ef68c703d2e1774e5b4a7f70bc4677845160b77c209	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/67000/67174.png	22043	23043
44	62931	00fc2efe362c2b4a0f9f30c2250839ae412479758f91d68e7109fdcd7eadac29	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/62000/62931.png	22044	23044
45	61043	00fe16ade758d2bdf4f36a6dc0d8ed9f20c0308f3fb7c36083298d07f0ca609a	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/61000/61043.png	22045	23045
46	69075	01009d5575759a00b3e23fb36cc027523472ddbc744a01aff770c1987c92e1d7	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/69000/69075.png	22046	23046
47	62313	01198fe342acaec2a1864b3fa82944511977bb4257ecbca7594ae1bf4ba663ce	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/62000/62313.png	22047	23047
48	69073	011a9cc2a3d7eff1d2500863e75cd6b5f6476fe5c6d91c6240adb7e41d84aeda	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/69000/69073.png	22048	23048
49	61306	011c680d866d5d524033e6f1ab7b5e0b9576819f611f666c534b5dc752a14769	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/61000/61306.png	22049	23049
50	65327	0132d9fedeeed5e164bf5dcb99dc91f45447c2e996114d4a5dc301250319a47a	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65327.png	22050	23050
51	65365	015994bd994ea38e8d6e10d5f7d09f7d4274ea9952184358b612670253f25f50	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65365.png	22051	23051
52	63550	015d60501b7979c4c8ea4928f3e74538422a3252dd17a0dc8887ab5ee7bed88a	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/63000/63550.png	22052	23052
53	62988	0170fe604d6bdc8c6781bc3a3db469479c0da176f6ccb33191f1c62f046e1025	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/62000/62988.png	22053	23053
54	69951	017391b2b2cfa098b00c14f770246467ecd82dd23ee8636818e9372b6caaf592	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/69000/69951.png	22054	23054
55	69359	017672a853b8d691d5c2a0a5186b973d8142320ef19cf6d7d5b557741463d716	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/69000/69359.png	22055	23055
56	62484	0177984c95c2a69d902e22ccb29e40c342fabf8b02e206893b5746dfbaa4b4f4	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/62000/62484.png	22056	23056
57	67520	0179480c928101fb09d1d82240cfb4c8141c9c2e0f57eaa8c6b7e369aea3f849	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/67000/67520.png	22057	23057
58	66889	017a372da6b87f65f27b514324b491c678aa03a3eae8cc94788bd533f733bf8b	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/66000/66889.png	22058	23058
59	65120	018b0871d3f6418e8f5e34ac983045eff888ac68578f0cd2ea963697c5d4dcbb	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65120.png	22059	23059
60	66591	018fb47bd26fed779c5cdcbf8d1097b24937d7a64e67935a511f1561e221f762	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/66000/66591.png	22060	23060
61	62881	01958c57f5cbda13f7ffe81ab39307c14c8e28927ea9a48303b0fe2a0661b539	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/62000/62881.png	22061	23061
62	65286	01a2cd4b8bf7c92d1d568dcc8240be286e5dca289b28d02db386d35ad9d49b4d	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65286.png	22062	23062
63	63296	01a7f41761fd013b87d630ac83cf12d65f130d6b4ace584fda23ac3e44a534b5	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/63000/63296.png	22063	23063
64	65223	01b09c94672367549aea5b6c43a69c87ec2d0ea99e947dcf29a88102b1c8fd29	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65223.png	22064	23064
65	65271	01b3505583cf720d2bec7a315ba5d36e77771c0148c5b34d1325c9c52ec5e4ba	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65271.png	22065	23065
66	66101	01c3a95635d10bdc469dfb29a0ac69cd5acc41809a64f7b408f9bbebcdf9b093	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/66000/66101.png	22066	23066
67	63995	01cb15167fc7a91e3b0a742527c3cf1e8d9db2eb1aba37a80a55cb750f3ecbdc	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/63000/63995.png	22067	23067
68	64695	01cbe8eab85f08c36d53c7dcd894573b5307f9247bdf0bc9397c047b2f846dff	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/64000/64695.png	22068	23068
69	66724	01cf80320e7a22a80e4975988118917ad074cf07f96e1c0c9ab02e287ca46386	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/66000/66724.png	22069	23069
70	63812	01e2eb388b89a18dd626161f0d4da907095f24b0719dc8a228941f3f44ba1cd8	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/63000/63812.png	22070	23070
71	62908	01eeb0e74a029f60b8bbd49c9b6c4d818bef64dd3d79e88e0ab7a34289167ddb	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/62000/62908.png	22071	23071
72	66668	0208ea606289674a2438647e86038ae507dfe27a37e1f4a4227c5aecf9457fb0	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/66000/66668.png	22072	23072
73	66145	0210d5cf946146e2cdfe3cf17bd7eb7aa29beb330c8cf3b9982eef316b98e77b	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/66000/66145.png	22073	23073
74	61981	0214f98bafad9564493e2e3e2bf8cc4e734efa3b002967fc72ab3aa2927577ba	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/61000/61981.png	22074	23074
75	69578	021fc5bc3be9d222f075ee251b29751c568bde558db7a0f0815605c63ed677be	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/69000/69578.png	22075	23075
76	68016	02257fbb35cabc5c59df06c51be1e3cc6c8f82caeb247b0bd6f0b904ab5516c6	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/68000/68016.png	22076	23076
77	67948	022e2024c4f6e9008cdbe17379757afb30a39925a8922ee9962ecce7d0a0b954	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/67000/67948.png	22077	23077
78	67687	022f52f6f960c076b446f4a6d3c8882eb37791843ba87b7559dc0b312ba19dc9	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/67000/67687.png	22078	23078
79	64022	02301ea1e4a731759b521387e9aa02cc127f5d7c87b6415d5254a8a589665c9f	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/64000/64022.png	22079	23079
80	69418	0239a009593525562c7f83cc21c3a83c4c997c49fe4b9b4ec42dd7961ccba206	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/69000/69418.png	22080	23080
81	60860	025ddb4657b4ddcc54f4058e5e6abb4d7030533c69a759921d2185c7a151db2f	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/60000/60860.png	22081	23081
82	66715	02682c38e4acefe8df6a7da8e5a6b7c100957f2620b7dd6177554e4ee0b13ac1	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/66000/66715.png	22082	23082
83	68539	026b6a3a4e7e6253c907c9fa59449270e5ae73be3eeffc797bf98b8ccb611da4	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/68000/68539.png	22083	23083
84	68681	027704368353c56bea3c96a36d46fc3a64253a898dbb89aa671684ddfc3ac2f9	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/68000/68681.png	22084	23084
85	64854	02836b92c945856126816ede56168f0c38bf7b5005936848cc06c35f6e699ac8	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/64000/64854.png	22085	23085
86	68357	02884603b76996f21a9149d15c0246f3a701461057c19cc36c5dced57fc66f4d	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/68000/68357.png	22086	23086
87	62600	028ae66743b9b3d9071f0339e5a91e4a210899994998e1cdcfc8a6b757f2ad4a	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/62000/62600.png	22087	23087
88	64738	0293d521342801c2a3bb4920f3efdbcf06132c4b50da2cdf4f5e6e2e63385a2f	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/64000/64738.png	22088	23088
89	65329	02a084ead5382b4be6b33a67d91ff90238675049f84ac3b5f24407b06a419252	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65329.png	22089	23089
90	65811	02a7ed5f99226e43c9c52589f11ecc4c0341f425a7b3c611cf0ba276385012f8	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65811.png	22090	23090
91	69521	02b265a7f169655cefe492a12e364a2aa723065a28745142927987ae3f36539c	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/69000/69521.png	22091	23091
92	61669	02b4577d4a1bf397a64aa2970114925a5c095a4e8f54090cf4322055499b3889	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/61000/61669.png	22092	23092
93	64518	02b5e88b05e1bc228360c30a281de3d8df0bf284d8db486335e7966d59ea06f1	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/64000/64518.png	22093	23093
94	66427	02b71e6d6ba3d2b8845217d0d0ff62e0ecba3f3207d8337c23863349c4ed425a	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/66000/66427.png	22094	23094
95	68700	02bf167cb5a624912bac742a00fc197197ab9f9a2409ebfa787f4d2a4f2282a5	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/68000/68700.png	22095	23095
96	65470	02c7bd83c535dc8e111c3858287d9ea2fdd489ff2c1337c19275229527b164b9	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/65000/65470.png	22096	23096
97	64749	02c995e69811cbb7edf71096bc371136b321dd36a64fffb7e3af28f2b3dd0cd6	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/64000/64749.png	22097	23097
98	66776	02cb9251d99c0fdf967a9253ce8f0991cff425c49059646b076085709a189143	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/66000/66776.png	22098	23098
99	67185	02cd681334ad244c9ae642455394ecab426fca64a8882e6180f2759a448a21a3	/egr/research-pac/huang248/data/ffhq/ffhq-dataset/images1024x1024/67000/67185.png	22099	23099
